Date,TAAG,NIBRS_Crime_Category
2016-01-01,,ACDT
2016-01-01,,ASST
2016-01-01,,MVTF
2016-01-01,CampWisdom Westmoreland,ALCH
2016-01-01,Forest Dennis,MVTF
2016-01-01,,VAND
2016-01-01,SpringValley Preston,WEAP
2016-01-01,Forest Dennis,MVTF
2016-01-01,Greenville LBJ,OTHR
2016-01-01,,MVTF
2016-01-01,LakeJune Buckner,ROBB
2016-01-01,Loop12 JimMiller,VAND
2016-01-01,SpringValley Preston,ALCH
2016-01-01,,MVTF
2016-01-01,,MOTR
2016-01-01,Kiest Polk,ROBB
2016-01-01,LakeJune Buckner,ROBB
2016-01-01,CampWisdom Chaucer,MVTF
2016-01-01,Kiest Polk,ROBB
2016-01-01,,WCCR
2016-01-01,Overton Illinois,MVTF
2016-01-01,,SUDT
2016-01-01,Simpson Stuart Bonnieview,OTHR
2016-01-01,,MOTR
2016-01-01,StAugustine Bruton,OTHR
2016-01-01,Overton Illinois,MVTF
2016-01-01,,OTHR
2016-01-01,,SUDT
2016-01-01,,WCCR
2016-01-01,,OTHR
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,OTHR
2016-01-01,,MVTF
2016-01-01,CampWisdom Chaucer,MVTF
2016-01-01,,WCCR
2016-01-01,,MVTF
2016-01-01,Hatcher Scyene,MVTF
2016-01-01,Wycliff Lemmon,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,JohnWest Buckner,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,Simpson Stuart Bonnieview,MVTF
2016-01-01,,MVTF
2016-01-01,Wycliff Lemmon,MVTF
2016-01-01,JohnWest Buckner,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,MVTF
2016-01-01,,PROP
2016-01-01,,ASST
2016-01-01,,VAND
2016-01-01,,WCCR
2016-01-01,,OTHR
2016-01-01,,OTHR
2016-01-01,WebbChapel Timberline,VAND
2016-01-01,,PROP
2016-01-01,,VAND
2016-01-01,,ASST
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,Loop12 JimMiller,THEF
2016-01-02,,MVTF
2016-01-02,McKinney Allen,VAND
2016-01-02,,MVTF
2016-01-02,Loop12 JimMiller,THEF
2016-01-02,,BURG
2016-01-02,,MVTF
2016-01-02,,BURG
2016-01-02,Hatcher Scyene,MVTF
2016-01-02,,MVTF
2016-01-02,Greenville LBJ,MVTF
2016-01-02,,THEF
2016-01-02,WalnutHill Jupiter,MVTF
2016-01-02,,THEF
2016-01-02,,MVTF
2016-01-02,JohnWest Buckner,ACDT
2016-01-02,,MVTF
2016-01-02,Greenville LBJ,MVTF
2016-01-02,NWHwy WaltonWalker,OTHR
2016-01-02,,MVTF
2016-01-02,,ALCH
2016-01-02,,MVTF
2016-01-02,Kiest Westmoreland,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,Greenville LBJ,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,Buckner 30,MVTF
2016-01-02,Kiest Westmoreland,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,NWHwy WaltonWalker,MVTF
2016-01-02,,MVTF
2016-01-02,NWHwy WaltonWalker,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,,MVTF
2016-01-02,WalnutHill Jupiter,MVTF
2016-01-02,,MVTF
2016-01-02,,THEF
2016-01-02,,BURG
2016-01-02,,ROBB
2016-01-02,,THEF
2016-01-02,,THEF
2016-01-02,,ARSN
2016-01-02,,MVTF
2016-01-03,,ALCH
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,Ross Bennett,MVTF
2016-01-03,Five Points,MVTF
2016-01-03,,PROP
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,Five Points,MVTF
2016-01-03,,BURG
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,Buckner 30,ASST
2016-01-03,,OTHR
2016-01-03,,BURG
2016-01-03,WalnutHill Jupiter,OTHR
2016-01-03,,PROP
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,WebbChapel Timberline,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,WebbChapel Timberline,MVTF
2016-01-03,Ross Bennett,MVTF
2016-01-03,FtWorth Davis,MVTF
2016-01-03,,THEF
2016-01-03,Ross Bennett,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,,MVTF
2016-01-03,,ALCH
2016-01-03,,BURG
2016-01-03,,ALCH
2016-01-03,,MOTR
2016-01-03,Buckner 30,SUDT
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,ALCH
2016-01-04,,PROP
2016-01-04,,MVTF
2016-01-04,Five Points,ROBB
2016-01-04,,MVTF
2016-01-04,Five Points,ARSN
2016-01-04,,MVTF
2016-01-04,WebbChapel Timberline,BURG
2016-01-04,WebbChapel Timberline,BURG
2016-01-04,,MVTF
2016-01-04,,BURG
2016-01-04,Five Points,ROBB
2016-01-04,Wycliff Lemmon,BURG
2016-01-04,Wycliff Lemmon,BURG
2016-01-04,,BURG
2016-01-04,Monument GoodLatimer,MVTF
2016-01-04,Monument GoodLatimer,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,Forest Audelia,MVTF
2016-01-04,,MVTF
2016-01-04,CampWisdom Chaucer,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,THEF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,,MVTF
2016-01-04,Loop12 JimMiller,MVTF
2016-01-04,Forest Audelia,MVTF
2016-01-04,,THEF
2016-01-04,Loop12 JimMiller,MVTF
2016-01-04,,THEF
2016-01-04,,MVTF
2016-01-04,Ross Bennett,BURG
2016-01-04,,PROP
2016-01-04,,MOTR
2016-01-04,StAugustine Bruton,THEF
2016-01-04,,VAND
2016-01-04,,THEF
2016-01-04,Monument GoodLatimer,BURG
2016-01-04,,BURG
2016-01-04,,THEF
2016-01-04,Coit Springvalley,ACDT
2016-01-04,,MVTF
2016-01-05,,OTHR
2016-01-05,NWHwy WaltonWalker,VAND
2016-01-05,,MVTF
2016-01-05,,ROBB
2016-01-05,,VAND
2016-01-05,,ROBB
2016-01-05,Buckner 30,ROBB
2016-01-05,JuliusSchepps Central,PROP
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,Kiest Polk,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,WebbChapel Timberline,MVTF
2016-01-05,Ross Bennett,MVTF
2016-01-05,Ross Bennett,MVTF
2016-01-05,WebbChapel Timberline,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,Kiest Polk,MVTF
2016-01-05,Loop12 JimMiller,MVTF
2016-01-05,,MVTF
2016-01-05,Kiest Polk,MVTF
2016-01-05,,MVTF
2016-01-05,Kiest Polk,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,CampWisdom Chaucer,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,WebbChapel Timberline,MVTF
2016-01-05,,MVTF
2016-01-05,,MVTF
2016-01-05,Greenville LBJ,MVTF
2016-01-05,CampWisdom Chaucer,MVTF
2016-01-05,,ALCH
2016-01-05,,VAND
2016-01-05,,VAND
2016-01-05,,VAND
2016-01-05,,THEF
2016-01-05,Jefferson Corridor,PROP
2016-01-05,,WCCR
2016-01-05,CampWisdom Chaucer,PROP
2016-01-05,SpringValley Preston,THEF
2016-01-05,,ALCH
2016-01-05,,ROBB
2016-01-05,,THEF
2016-01-05,,BURG
2016-01-05,Five Points,THEF
2016-01-06,,VAND
2016-01-06,,ARSN
2016-01-06,StAugustine Bruton,MVTF
2016-01-06,Forest Audelia,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,ALCH
2016-01-06,,THEF
2016-01-06,,MVTF
2016-01-06,,MOTR
2016-01-06,,MOTR
2016-01-06,,MOTR
2016-01-06,,THEF
2016-01-06,,MVTF
2016-01-06,,PROP
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,Simpson Stuart Bonnieview,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,Kiest Westmoreland,MVTF
2016-01-06,Simpson Stuart Bonnieview,MVTF
2016-01-06,,MVTF
2016-01-06,Forest Audelia,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,John Carpenter Stemmons,MVTF
2016-01-06,Simpson Stuart Bonnieview,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,CampWisdom Chaucer,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,JohnWest Buckner,MVTF
2016-01-06,Kiest Westmoreland,MVTF
2016-01-06,,MVTF
2016-01-06,WebbChapel Timberline,MVTF
2016-01-06,,MVTF
2016-01-06,JohnWest Buckner,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,StAugustine Bruton,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,,MVTF
2016-01-06,Simpson Stuart Bonnieview,MVTF
2016-01-06,,MVTF
2016-01-06,Buckner 30,MVTF
2016-01-06,,MVTF
2016-01-06,,ALCH
2016-01-06,,BURG
2016-01-06,,BURG
2016-01-06,NWHwy WaltonWalker,PROP
2016-01-06,Coit Springvalley,OTHR
2016-01-06,,THEF
2016-01-06,,PROP
2016-01-06,,ASST
2016-01-06,,ROBB
2016-01-07,,THEF
2016-01-07,CampWisdom Chaucer,VAND
2016-01-07,Kiest Polk,MVTF
2016-01-07,,ARSN
2016-01-07,,MVTF
2016-01-07,,THEF
2016-01-07,Wycliff Lemmon,BURG
2016-01-07,Wycliff Lemmon,BURG
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,Ledbetter Sunnyvale,OTHR
2016-01-07,Monument GoodLatimer,PROP
2016-01-07,,WCCR
2016-01-07,,SUDT
2016-01-07,Kiest Polk,MVTF
2016-01-07,,ARSN
2016-01-07,,MVTF
2016-01-07,WalnutHill Jupiter,MVTF
2016-01-07,Monument GoodLatimer,MVTF
2016-01-07,Jefferson Corridor,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,,MVTF
2016-01-07,Jefferson Corridor,MVTF
2016-01-07,,MVTF
2016-01-07,Monument GoodLatimer,MVTF
2016-01-07,,MVTF
2016-01-07,Forest Audelia,OTHR
2016-01-07,WalnutHill Jupiter,MVTF
2016-01-07,Forest Audelia,ASST
2016-01-07,,PROP
2016-01-07,,ROBB
2016-01-07,,THEF
2016-01-07,,BURG
2016-01-07,McKinney Allen,ALCH
2016-01-07,,PROP
2016-01-07,,BURG
2016-01-07,,VAND
2016-01-07,Loop12 JimMiller,VAND
2016-01-07,,BURG
2016-01-07,Simpson Stuart Bonnieview,PROP
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Ross Bennett,MVTF
2016-01-08,,MVTF
2016-01-08,WebbChapel Timberline,BURG
2016-01-08,,THEF
2016-01-08,,MVTF
2016-01-08,Five Points,ROBB
2016-01-08,,THEF
2016-01-08,,ROBB
2016-01-08,Buckner 30,ROBB
2016-01-08,WalnutHill Jupiter,ASST
2016-01-08,,ROBB
2016-01-08,Buckner 30,ROBB
2016-01-08,,MVTF
2016-01-08,,BURG
2016-01-08,WebbChapel Timberline,BURG
2016-01-08,,BURG
2016-01-08,Five Points,ROBB
2016-01-08,,BURG
2016-01-08,,MVTF
2016-01-08,,BURG
2016-01-08,,SUDT
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Forest Dennis,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Jefferson Corridor,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Ross Bennett,MVTF
2016-01-08,,MVTF
2016-01-08,Ledbetter Sunnyvale,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,StAugustine Bruton,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Ross Bennett,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,StAugustine Bruton,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Ledbetter Sunnyvale,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Jefferson Corridor,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Jefferson Corridor,MVTF
2016-01-08,,MVTF
2016-01-08,Forest Dennis,MVTF
2016-01-08,,MVTF
2016-01-08,,MVTF
2016-01-08,Ross Bennett,OTHR
2016-01-08,,MOTR
2016-01-08,,PROP
2016-01-08,,BURG
2016-01-08,,THEF
2016-01-08,,THEF
2016-01-08,CampWisdom Chaucer,ROBB
2016-01-08,,OTHR
2016-01-08,Jefferson Corridor,THEF
2016-01-08,John Carpenter Stemmons,ASST
2016-01-08,,PROP
2016-01-08,StAugustine Bruton,MVTF
2016-01-08,,THEF
2016-01-08,,BURG
2016-01-09,Ross Bennett,MVTF
2016-01-09,LakeJune Buckner,MVTF
2016-01-09,,VAND
2016-01-09,,VAND
2016-01-09,,MVTF
2016-01-09,Jefferson Corridor,MVTF
2016-01-09,Kiest Polk,MVTF
2016-01-09,Coit Springvalley,MOTR
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,John Carpenter Stemmons,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,Five Points,THEF
2016-01-09,Ross Bennett,MVTF
2016-01-09,SpringValley Preston,VAND
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,John Carpenter Stemmons,MVTF
2016-01-09,CampWisdom Chaucer,MVTF
2016-01-09,Jefferson Corridor,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,LakeJune Buckner,MVTF
2016-01-09,Jefferson Corridor,MVTF
2016-01-09,,MVTF
2016-01-09,WalnutHill Jupiter,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,Jefferson Corridor,MVTF
2016-01-09,,MVTF
2016-01-09,WebbChapel Timberline,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,,MVTF
2016-01-09,WalnutHill Jupiter,MVTF
2016-01-09,,MVTF
2016-01-09,Forest Audelia,VAND
2016-01-09,LakeJune Buckner,THEF
2016-01-09,,PROP
2016-01-09,,PROP
2016-01-09,Overton Illinois,HOMD
2016-01-09,,VAND
2016-01-09,,MOTR
2016-01-10,,MVTF
2016-01-10,JohnWest Buckner,PROP
2016-01-10,SpringValley Preston,THEF
2016-01-10,,PROP
2016-01-10,,MVTF
2016-01-10,,BURG
2016-01-10,John Carpenter Stemmons,THEF
2016-01-10,SpringValley Preston,THEF
2016-01-10,,BURG
2016-01-10,JohnWest Buckner,ROBB
2016-01-10,John Carpenter Stemmons,THEF
2016-01-10,JohnWest Buckner,ROBB
2016-01-10,,VAND
2016-01-10,,ALCH
2016-01-10,,MVTF
2016-01-10,Ross Bennett,MVTF
2016-01-10,,MVTF
2016-01-10,JohnWest Buckner,MVTF
2016-01-10,Ross Bennett,MVTF
2016-01-10,JohnWest Buckner,MVTF
2016-01-10,Coit Springvalley,MVTF
2016-01-10,CampWisdom Chaucer,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,Coit Springvalley,MVTF
2016-01-10,Buckner 30,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,MVTF
2016-01-10,,THEF
2016-01-10,,MVTF
2016-01-10,,BURG
2016-01-10,,THEF
2016-01-10,,ROBB
2016-01-10,NWHwy WaltonWalker,WEAP
2016-01-10,CampWisdom Chaucer,THEF
2016-01-10,Wycliff Lemmon,THEF
2016-01-10,,THEF
2016-01-10,,MOTR
2016-01-10,John Carpenter Stemmons,THEF
2016-01-10,StAugustine Bruton,ACDT
2016-01-10,Forest Audelia,PROP
2016-01-11,,THEF
2016-01-11,Overton Illinois,MVTF
2016-01-11,SpringValley Preston,MVTF
2016-01-11,FtWorth Davis,PROP
2016-01-11,,BURG
2016-01-11,,THEF
2016-01-11,,THEF
2016-01-11,,THEF
2016-01-11,,THEF
2016-01-11,,THEF
2016-01-11,,THEF
2016-01-11,,PROP
2016-01-11,Monument GoodLatimer,SUDT
2016-01-11,SpringValley Preston,MVTF
2016-01-11,LakeJune Buckner,MVTF
2016-01-11,,MVTF
2016-01-11,Coit Springvalley,MVTF
2016-01-11,Overton Illinois,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,Central Southwestern,MVTF
2016-01-11,Forest Dennis,MVTF
2016-01-11,,MVTF
2016-01-11,LakeJune Buckner,MVTF
2016-01-11,,MVTF
2016-01-11,SpringValley Preston,MVTF
2016-01-11,Central Southwestern,MVTF
2016-01-11,Forest Dennis,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,,MVTF
2016-01-11,FtWorth Davis,VAND
2016-01-11,,THEF
2016-01-11,,ALCH
2016-01-11,Ross Bennett,BURG
2016-01-12,,MVTF
2016-01-12,Buckner 30,BURG
2016-01-12,,PROP
2016-01-12,,MVTF
2016-01-12,,ROBB
2016-01-12,,THEF
2016-01-12,,THEF
2016-01-12,Forest Dennis,ROBB
2016-01-12,,MVTF
2016-01-12,,ROBB
2016-01-12,Buckner 30,BURG
2016-01-12,Forest Dennis,ROBB
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,CampWisdom Westmoreland,THEF
2016-01-12,,MVTF
2016-01-12,,ALCH
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,CampWisdom Westmoreland,THEF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,Five Points,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,WalnutHill Jupiter,MVTF
2016-01-12,Simpson Stuart Bonnieview,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,MVTF
2016-01-12,,THEF
2016-01-12,Five Points,MVTF
2016-01-12,Five Points,MVTF
2016-01-12,,MVTF
2016-01-12,,BURG
2016-01-12,,ROBB
2016-01-12,,BURG
2016-01-12,Five Points,BURG
2016-01-12,Ross Bennett,ASST
2016-01-12,,THEF
2016-01-12,Coit Springvalley,THEF
2016-01-12,,BURG
2016-01-12,Greenville LBJ,ROBB
2016-01-12,Hatcher Scyene,ACDT
2016-01-12,Forest Audelia,THEF
2016-01-12,Greenville LBJ,ASST
2016-01-13,,BURG
2016-01-13,,THEF
2016-01-13,Five Points,PROP
2016-01-13,,MVTF
2016-01-13,,MVTF
2016-01-13,Buckner 30,THEF
2016-01-13,Forest Audelia,MVTF
2016-01-13,,VAND
2016-01-13,,MVTF
2016-01-13,Monument GoodLatimer,MVTF
2016-01-13,,MVTF
2016-01-13,,MVTF
2016-01-13,Forest Audelia,MOTR
2016-01-13,Buckner 30,MVTF
2016-01-13,,MVTF
2016-01-13,StAugustine Bruton,MVTF
2016-01-13,StAugustine Bruton,MVTF
2016-01-13,Ross Bennett,MVTF
2016-01-13,Ross Bennett,MVTF
2016-01-13,Ross Bennett,THEF
2016-01-13,StAugustine Bruton,MVTF
2016-01-13,,MVTF
2016-01-13,Forest Audelia,MVTF
2016-01-13,,MVTF
2016-01-13,Buckner 30,MVTF
2016-01-13,,MVTF
2016-01-13,,MVTF
2016-01-13,StAugustine Bruton,MVTF
2016-01-13,,PROP
2016-01-13,Jefferson Corridor,ASST
2016-01-13,,BURG
2016-01-13,,VAND
2016-01-13,Greenville LBJ,THEF
2016-01-13,Forest Audelia,BURG
2016-01-13,,BURG
2016-01-13,Greenville LBJ,THEF
2016-01-14,,PROP
2016-01-14,Ross Bennett,ACDT
2016-01-14,,MVTF
2016-01-14,Loop12 JimMiller,VAND
2016-01-14,Ross Bennett,THEF
2016-01-14,Ross Bennett,THEF
2016-01-14,,VAND
2016-01-14,WebbChapel Timberline,BURG
2016-01-14,WebbChapel Timberline,ALCH
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,StAugustine Bruton,MVTF
2016-01-14,Jefferson Corridor,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,SpringValley Preston,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,SpringValley Preston,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,StAugustine Bruton,MVTF
2016-01-14,,MVTF
2016-01-14,,MVTF
2016-01-14,,ROBB
2016-01-14,,PROP
2016-01-14,,MVTF
2016-01-14,,THEF
2016-01-14,,THEF
2016-01-14,,ALCH
2016-01-14,,ASST
2016-01-14,,THEF
2016-01-15,,PROP
2016-01-15,,MVTF
2016-01-15,WebbChapel Timberline,PROP
2016-01-15,,PROP
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,ALCH
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,Ledbetter Sunnyvale,MVTF
2016-01-15,Ledbetter Sunnyvale,MVTF
2016-01-15,,PROP
2016-01-15,,SUDT
2016-01-15,Buckner 30,WCCR
2016-01-15,,MVTF
2016-01-15,CampWisdom Westmoreland,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,Monument GoodLatimer,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,StAugustine Bruton,MVTF
2016-01-15,CampWisdom Westmoreland,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,,MVTF
2016-01-15,Ross Bennett,MVTF
2016-01-15,Ross Bennett,MVTF
2016-01-15,,MVTF
2016-01-15,,ALCH
2016-01-15,,THEF
2016-01-15,Forest Audelia,VAND
2016-01-15,Forest Audelia,ROBB
2016-01-15,Jefferson Corridor,THEF
2016-01-15,,BURG
2016-01-15,,VAND
2016-01-15,,PROP
2016-01-15,WebbChapel Timberline,ROBB
2016-01-15,,ALCH
2016-01-16,,ACDT
2016-01-16,Monument GoodLatimer,MOTR
2016-01-16,WebbChapel Timberline,MVTF
2016-01-16,,MVTF
2016-01-16,Greenville LBJ,MVTF
2016-01-16,,MVTF
2016-01-16,WalnutHill Jupiter,MVTF
2016-01-16,,THEF
2016-01-16,,ASST
2016-01-16,Greenville LBJ,MVTF
2016-01-16,,MVTF
2016-01-16,,THEF
2016-01-16,,MVTF
2016-01-16,Ross Bennett,OTHR
2016-01-16,Simpson Stuart Bonnieview,PROP
2016-01-16,,MVTF
2016-01-16,Ross Bennett,OTHR
2016-01-16,WalnutHill Jupiter,MVTF
2016-01-16,StAugustine Bruton,MVTF
2016-01-16,,MVTF
2016-01-16,,MVTF
2016-01-16,,MVTF
2016-01-16,JohnWest Buckner,MVTF
2016-01-16,WalnutHill Jupiter,MVTF
2016-01-16,,MVTF
2016-01-16,NWHwy WaltonWalker,MVTF
2016-01-16,WalnutHill Jupiter,MVTF
2016-01-16,,MVTF
2016-01-16,Loop12 JimMiller,MVTF
2016-01-16,StAugustine Bruton,MVTF
2016-01-17,,PROP
2016-01-17,Jefferson Corridor,MVTF
2016-01-17,,MVTF
2016-01-17,,SUDT
2016-01-17,CampWisdom Chaucer,SUDT
2016-01-17,,VAND
2016-01-17,Greenville LBJ,ROBB
2016-01-17,Greenville LBJ,ROBB
2016-01-17,,ASST
2016-01-17,,VAND
2016-01-17,Buckner 30,MVTF
2016-01-17,,MVTF
2016-01-17,Jefferson Corridor,MVTF
2016-01-17,,MVTF
2016-01-17,NWHwy WaltonWalker,MVTF
2016-01-17,Jefferson Corridor,MVTF
2016-01-17,NWHwy WaltonWalker,MVTF
2016-01-17,,MVTF
2016-01-17,Jefferson Corridor,MVTF
2016-01-17,Forest Dennis,MVTF
2016-01-17,Monument GoodLatimer,MVTF
2016-01-17,,MVTF
2016-01-17,Monument GoodLatimer,MVTF
2016-01-17,Coit Springvalley,MVTF
2016-01-17,,MVTF
2016-01-17,NWHwy WaltonWalker,MVTF
2016-01-17,NWHwy WaltonWalker,MVTF
2016-01-17,,MVTF
2016-01-17,Buckner 30,MVTF
2016-01-17,,MVTF
2016-01-17,,MVTF
2016-01-17,Overton Illinois,MVTF
2016-01-17,Overton Illinois,MVTF
2016-01-17,,MVTF
2016-01-17,,MVTF
2016-01-17,,MVTF
2016-01-17,,THEF
2016-01-17,,THEF
2016-01-17,Buckner 30,THEF
2016-01-17,John Carpenter Stemmons,WCCR
2016-01-17,,MOTR
2016-01-18,Five Points,BURG
2016-01-18,,THEF
2016-01-18,,ROBB
2016-01-18,,THEF
2016-01-18,,THEF
2016-01-18,Jefferson Corridor,WCCR
2016-01-18,,MVTF
2016-01-18,,ROBB
2016-01-18,,MVTF
2016-01-18,,MVTF
2016-01-18,Five Points,BURG
2016-01-18,,MVTF
2016-01-18,Five Points,MVTF
2016-01-18,Kiest Westmoreland,MVTF
2016-01-18,CampWisdom Westmoreland,MVTF
